screen_id,title,section,phase,implementation,api_contract,widget_test,accessibility,visual_qa,product_approval,notes
DB-ACCOUNT-010,Notifications,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-10 | VIS-11 | VIS-12
DB-ACCOUNT-011,No notifications,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-11 | VIS-12
DB-ACCOUNT-012,Notification details,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10 | VIS-11 | VIS-12
DB-ACCOUNT-013,Profile,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-02 | VIS-03 | VIS-06
DB-ACCOUNT-014,Player statistics,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-06
DB-ACCOUNT-015,Edit profile,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-06
DB-ACCOUNT-016,Settings,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08
DB-ACCOUNT-017,Security & devices,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08
DB-ACCOUNT-018,Change password,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08
DB-ACCOUNT-019,Notification preferences,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08
DB-ACCOUNT-020,Saved bank accounts,"History, account & disputes",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-12 | VIS-08
DB-SYSTEM-001,Safer play,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-12
DB-SYSTEM-002,Deposit limits,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-04 | VIS-08 | VIS-12
DB-SYSTEM-003,Stake limits,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-12
DB-SYSTEM-004,Take a break,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08
DB-SYSTEM-005,Self-exclusion,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08
DB-SYSTEM-006,Limit confirmed,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-14
DB-SYSTEM-007,Help centre,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
DB-SYSTEM-008,Support category,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
DB-SYSTEM-009,Create support ticket,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
DB-SYSTEM-010,Ticket submitted,"Safer play, support & system",PHASE_1_MVP,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
DB-SYSTEM-011,Terms & conditions,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-09
DB-SYSTEM-012,Privacy notice,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
DB-SYSTEM-013,Responsible gaming,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
DB-SYSTEM-014,About Draught Bet,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
DB-SYSTEM-015,Session expired,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-09
DB-SYSTEM-016,Account restricted,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-09
DB-SYSTEM-017,Scheduled maintenance,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-09
DB-SYSTEM-018,No internet,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-09
DB-SYSTEM-019,Update required,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-09
DB-SYSTEM-020,Something went wrong,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
DB-SYSTEM-021,Camera permission,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-09
DB-SYSTEM-022,Notification permission,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-09
DB-SYSTEM-023,Sign out,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
DB-SYSTEM-024,Delete account,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-09
DB-SYSTEM-025,Verify account deletion,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-01
DB-SYSTEM-026,Deletion scheduled,"Safer play, support & system",PHASE_1_OPERATIONAL,NOT_STARTED,MAP_REQUIRED,NOT_STARTED,NOT_STARTED,NOT_STARTED,PENDING_HANDOFF_REVIEW,Use VIS-08 | VIS-09 | VIS-10
