screen_id,legacy_state_no,title,section,kind,subtitle,cta,secondary,route_or_overlay,event,endpoint,authority,visual_status,approved_visual_refs,offline_behavior,retry_policy,idempotency_required,implementation_status,design_status,nav
DB-RESULT-001,67,Victory,Results & settlement,result,You defeated KingMoves.,Back to home,View receipt,/matches/:matchId/victory,result.win,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-00 | VIS-07,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Home
DB-RESULT-002,68,Defeat,Results & settlement,result,KingMoves won this match.,Back to home,View receipt,/matches/:matchId/defeat,result.loss,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-00,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Home
DB-RESULT-003,69,Draw result,Results & settlement,result,The match ended in an agreed draw.,Back to home,View receipt,/matches/:matchId/draw-result,result.draw,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-07,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Home
DB-RESULT-004,70,Timeout result,Results & settlement,result,The server clock expired before a legal move arrived.,Back to home,View receipt,/matches/:matchId/timeout-result,result.timeout,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-07,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Home
DB-RESULT-005,71,Resignation result,Results & settlement,result,The match ended by resignation.,Back to home,View receipt,/matches/:matchId/resignation-result,result.resign,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-07,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,LOOK_UP_EXISTING_OPERATION_BY_IDEMPOTENCY_KEY_BEFORE_RETRY,True,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Home
DB-RESULT-006,72,Disconnect forfeit,Results & settlement,result,The reconnect grace period expired.,Back to home,View policy,/matches/:matchId/disconnect-forfeit,result.disconnect,,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-07 | VIS-12,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Home
DB-RESULT-007,73,System-cancelled match,Results & settlement,result,The match was cancelled without a winner. Stakes will be released.,Back to home,View receipt,/matches/:matchId/system-cancelled-match,result.cancelled,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-00 | VIS-12,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Home
DB-RESULT-008,74,Settlement processing,Results & settlement,loading,The result is final; wallet settlement is still processing.,,,/matches/:matchId/settlement-processing,settlement.processing,GET /settlements/:id,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-07,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-RESULT-009,75,Settlement complete,Results & settlement,success,Payout and commission ledger entries are complete.,View wallet,View receipt,/matches/:matchId/settlement-complete,settlement.complete,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-07,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-RESULT-010,76,Settlement delayed,Results & settlement,system,"The result is recorded, but wallet settlement needs review.",Check status,Contact support,/matches/:matchId/settlement-delayed,settlement.delayed,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-07,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-RESULT-011,77,Match receipt,Results & settlement,detail,"Immutable match terms, result, fee and ledger references.",Download receipt,Report issue,/matches/:matchId/match-receipt,receipt.open,GET /matches/:id/receipt,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-00 | VIS-12,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Home
DB-RESULT-012,78,Share result,Results & settlement,share,Share the result without exposing wallet or private data.,Share image,Cancel,/matches/:matchId/share-result,result.share,,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-07 | VIS-12,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Home
DB-WALLET-001,79,Wallet,Wallet & deposits,wallet,"Available, locked and pending balances.",Add money,Withdraw,/wallet/wallet,wallet.loaded,GET /wallet,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-002,80,Add money,Wallet & deposits,amount,Enter a deposit amount. Your wallet credits after server confirmation.,Continue,Cancel,/wallet/add-money,deposit.quote,POST /deposits/quote,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,LOOK_UP_EXISTING_OPERATION_BY_IDEMPOTENCY_KEY_BEFORE_RETRY,True,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-003,81,Payment method,Wallet & deposits,list,Choose an available hosted checkout provider.,Continue,Cancel,/wallet/payment-method,deposit.provider,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-004,82,Hosted checkout,Wallet & deposits,checkout,Complete payment securely with the selected provider.,Return to Draught Bet,Cancel payment,/wallet/hosted-checkout,deposit.checkout,,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-04 | VIS-13,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-005,83,Deposit processing,Wallet & deposits,loading,Waiting for provider webhook confirmation.,,,/wallet/deposit-processing,deposit.processing,GET /deposits/:id,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-006,84,Deposit successful,Wallet & deposits,success,The confirmed amount is now available in your wallet.,Done,View transaction,/wallet/deposit-successful,deposit.success,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04 | VIS-08 | VIS-13,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-007,85,Deposit failed,Wallet & deposits,system,The provider did not complete this payment.,Try again,Use another method,/wallet/deposit-failed,deposit.failed,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-008,86,Deposit pending,Wallet & deposits,system,"Payment may have completed, but confirmation is delayed.",Check status,Contact support,/wallet/deposit-pending,deposit.pending,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-009,87,Transaction history,Wallet & deposits,transactions,"Deposits, stakes, payouts, withdrawals and refunds.",Filter,,/wallet/transaction-history,transactions.loaded,GET /wallet/transactions,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04 | VIS-10,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-010,88,Transaction filters,Wallet & deposits,sheet,"Filter by type, status and date.",Apply filters,Clear all,overlay:transaction-filters,transactions.filter,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-011,89,Deposit details,Wallet & deposits,detail,"Provider reference, confirmation time and balance impact.",Get help,,/wallet/deposit-details,transaction.deposit,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04 | VIS-08 | VIS-13,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-012,90,Stake details,Wallet & deposits,detail,"Match reference, locked amount and release state.",Open match receipt,,/wallet/stake-details,transaction.stake,,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-04 | VIS-13,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-013,91,Payout details,Wallet & deposits,detail,"Gross pot, commission, net payout and ledger reference.",Open match receipt,,/wallet/payout-details,transaction.payout,,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-04 | VIS-13,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-014,92,Locked funds,Wallet & deposits,list,Funds reserved for active or unsettled matches.,Open match,,/wallet/locked-funds,wallet.locked,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WALLET-015,93,Wallet unavailable,Wallet & deposits,system,Balances could not be verified. Money actions are disabled.,Retry,Contact support,/wallet/wallet-unavailable,wallet.error,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-001,94,Withdraw money,Withdrawals,amount,Enter an amount within available balance and account limits.,Continue,Cancel,/wallet/withdraw/withdraw-money,withdrawal.quote,POST /withdrawals/quote,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,LOOK_UP_EXISTING_OPERATION_BY_IDEMPOTENCY_KEY_BEFORE_RETRY,True,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-002,95,Select bank account,Withdrawals,list,Choose a verified payout destination.,Continue,Add bank account,/wallet/withdraw/select-bank-account,bank.select,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-04,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-003,96,Add bank account,Withdrawals,form,Enter bank and account number for server-side verification.,Verify account,Cancel,/wallet/withdraw/add-bank-account,bank.verify,POST /bank-accounts/verify,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,LOOK_UP_EXISTING_OPERATION_BY_IDEMPOTENCY_KEY_BEFORE_RETRY,True,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-004,97,Verifying bank account,Withdrawals,loading,Checking the account name with the payout provider.,,,/wallet/withdraw/verifying-bank-account,bank.verifying,,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-05 | VIS-14,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-005,98,Withdrawal review,Withdrawals,confirm,"Confirm amount, destination, charges and net payout.",Confirm withdrawal,Cancel,/wallet/withdraw/withdrawal-review,withdrawal.create,POST /withdrawals,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,LOOK_UP_EXISTING_OPERATION_BY_IDEMPOTENCY_KEY_BEFORE_RETRY,True,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-006,99,Verification required,Withdrawals,system,Identity verification is required before withdrawal.,Verify identity,Cancel,/wallet/withdraw/verification-required,withdrawal.kyc_required,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05 | VIS-06,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-007,100,Withdrawal pending review,Withdrawals,system,"Risk review is in progress. Funds are reserved, not withdrawn.",View status,Contact support,/wallet/withdraw/withdrawal-pending-review,withdrawal.review,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05 | VIS-14,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-008,101,Withdrawal processing,Withdrawals,loading,Approved payout is being sent to your bank.,,,/wallet/withdraw/withdrawal-processing,withdrawal.processing,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-009,102,Withdrawal successful,Withdrawals,success,The provider confirmed the payout.,Done,View transaction,/wallet/withdraw/withdrawal-successful,withdrawal.success,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05 | VIS-13,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-010,103,Withdrawal reversed,Withdrawals,system,The payout failed and funds returned to available balance.,Done,Try another bank,/wallet/withdraw/withdrawal-reversed,withdrawal.reversed,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05 | VIS-14,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-WITHDRAW-011,104,Withdrawal limit reached,Withdrawals,system,This request exceeds your account or safer-play limit.,View limits,Enter another amount,/wallet/withdraw/withdrawal-limit-reached,withdrawal.limit,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Wallet
DB-KYC-001,105,Verify your identity,KYC & compliance,kyc,Verification protects withdrawals and fair play.,Start verification,Not now,/profile/verification/verify-your-identity,kyc.start,POST /kyc/sessions,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-KYC-002,106,Personal details,KYC & compliance,form,Enter details exactly as they appear on your ID.,Continue,Save and exit,/profile/verification/personal-details,kyc.details,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-KYC-003,107,Select ID type,KYC & compliance,list,Choose a supported government-issued document.,Continue,Back,/profile/verification/select-id-type,kyc.id_type,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-KYC-004,108,Capture ID front,KYC & compliance,capture,Place the front of your document inside the frame.,Use photo,Retake,/profile/verification/capture-id-front,kyc.document.front,,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-05 | VIS-06,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-KYC-005,109,Capture ID back,KYC & compliance,capture,Place the back of your document inside the frame.,Use photo,Retake,/profile/verification/capture-id-back,kyc.document.back,,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-05 | VIS-06,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-KYC-006,110,Selfie check,KYC & compliance,capture,Keep your face centered and follow the liveness prompts.,Start check,Cancel,/profile/verification/selfie-check,kyc.liveness,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-05,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-KYC-007,111,Verification processing,KYC & compliance,loading,Your encrypted submission is being reviewed.,,,/profile/verification/verification-processing,kyc.processing,GET /kyc/status,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-06,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-KYC-008,112,Identity verified,KYC & compliance,success,Withdrawals and verified-player features are unlocked.,Continue,,/profile/verification/identity-verified,kyc.verified,,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-05 | VIS-06,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-KYC-009,113,Verification rejected,KYC & compliance,system,We could not verify the submitted information.,Review and retry,Contact support,/profile/verification/verification-rejected,kyc.rejected,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-06,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-KYC-010,114,Verification expired,KYC & compliance,system,Your verification must be renewed before money movement.,Verify again,Later,/profile/verification/verification-expired,kyc.expired,,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-06,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-001,115,Match history,"History, account & disputes",list,"Completed, cancelled and disputed matches.",Filter,,/profile/match-history,history.loaded,GET /matches/history,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-00 | VIS-10 | VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-002,116,No match history,"History, account & disputes",empty,Completed matches will appear here.,Find a match,,/profile/no-match-history,history.empty,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-00 | VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-003,117,Match details,"History, account & disputes",detail,"Players, terms, result, timestamps and settlement status.",View receipt,Report match,/profile/match-details,match.history.detail,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-00 | VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-004,118,Move history,"History, account & disputes",moves,Server-recorded move notation for this match.,Download,Back,/profile/move-history,moves.loaded,GET /matches/:id/moves,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-005,119,Report match,"History, account & disputes",form,"Report a rules, conduct, connection or settlement issue.",Continue,Cancel,/profile/report-match,dispute.start,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-00 | VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-006,120,Dispute reason,"History, account & disputes",list,Choose the issue that best matches what happened.,Continue,Cancel,/profile/dispute-reason,dispute.reason,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-007,121,Add evidence,"History, account & disputes",form,Add concise details and optional screenshots.,Submit dispute,Save draft,/profile/add-evidence,dispute.submit,POST /disputes,SERVER_AUTHORITATIVE,DERIVED_FROM_APPROVED_COMPONENT_PATTERN,VIS-12 | VIS-08,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-008,122,Dispute submitted,"History, account & disputes",success,Your case reference has been created.,View status,Done,/profile/dispute-submitted,dispute.created,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-009,123,Dispute status,"History, account & disputes",detail,"Timeline, evidence, reviewer updates and resolution.",Add information,Contact support,/profile/dispute-status,dispute.status,GET /disputes/:id,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-010,124,Notifications,"History, account & disputes",notifications,"Match, wallet, KYC, security and support updates.",Mark all read,,/profile/notifications,notifications.loaded,GET /notifications,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-10 | VIS-11 | VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-011,125,No notifications,"History, account & disputes",empty,Important account updates will appear here.,Back to home,,/profile/no-notifications,notifications.empty,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-11 | VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-012,126,Notification details,"History, account & disputes",detail,Verified event details with deep link to the affected record.,Open related item,Delete,/profile/notification-details,notification.open,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-08 | VIS-09 | VIS-10 | VIS-11 | VIS-12,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-013,127,Profile,"History, account & disputes",profile,"Public identity, tier, rating and verification status.",Edit profile,View statistics,/profile/profile,profile.loaded,GET /me,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-02 | VIS-03 | VIS-06,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-014,128,Player statistics,"History, account & disputes",stats,"Rating, results, streaks and time-control performance.",Share profile,Back,/profile/player-statistics,stats.loaded,GET /me/stats,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-06,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-015,129,Edit profile,"History, account & disputes",form,"Update display name, avatar and public preferences.",Save changes,Cancel,/profile/edit-profile,profile.update,PATCH /me,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-06,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-016,130,Settings,"History, account & disputes",settings,"Security, notifications, safer play, legal and support.",,,/profile/settings,settings.loaded,,CLIENT_PRESENTATION,DIRECT_APPROVED_VISUAL,VIS-08,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-017,131,Security & devices,"History, account & disputes",settings,"Sessions, biometrics, password and trusted devices.",Sign out other devices,,/profile/security-devices,security.loaded,GET /security/sessions,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-08,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
DB-ACCOUNT-018,132,Change password,"History, account & disputes",form,"Confirm current password, then choose a new one.",Update password,Cancel,/profile/change-password,password.change,POST /auth/password/change,SERVER_AUTHORITATIVE,DIRECT_APPROVED_VISUAL,VIS-08,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,False,NOT_STARTED,APPROVED_VISUAL_LANGUAGE,Profile
