screen_id,title,rest_or_socket,event,authority,idempotency,offline,retry,minimum_ui_states
DB-AUTH-006,Sign in,POST /auth/login,auth.login,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,loading | success | safe failure | timeout/unknown where applicable
DB-WITHDRAW-007,Withdrawal pending review,-,withdrawal.review,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-WITHDRAW-008,Withdrawal processing,-,withdrawal.processing,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-WITHDRAW-009,Withdrawal successful,-,withdrawal.success,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-WITHDRAW-010,Withdrawal reversed,-,withdrawal.reversed,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-WITHDRAW-011,Withdrawal limit reached,-,withdrawal.limit,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-001,Verify your identity,POST /kyc/sessions,kyc.start,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-002,Personal details,-,kyc.details,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-003,Select ID type,-,kyc.id_type,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-004,Capture ID front,-,kyc.document.front,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-005,Capture ID back,-,kyc.document.back,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-006,Selfie check,-,kyc.liveness,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-007,Verification processing,GET /kyc/status,kyc.processing,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-008,Identity verified,-,kyc.verified,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-009,Verification rejected,-,kyc.rejected,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-KYC-010,Verification expired,-,kyc.expired,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-001,Match history,GET /matches/history,history.loaded,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-002,No match history,-,history.empty,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-003,Match details,-,match.history.detail,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-004,Move history,GET /matches/:id/moves,moves.loaded,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-005,Report match,-,dispute.start,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-006,Dispute reason,-,dispute.reason,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-007,Add evidence,POST /disputes,dispute.submit,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-008,Dispute submitted,-,dispute.created,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-009,Dispute status,GET /disputes/:id,dispute.status,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-010,Notifications,GET /notifications,notifications.loaded,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-011,No notifications,-,notifications.empty,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-012,Notification details,-,notification.open,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-013,Profile,GET /me,profile.loaded,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-014,Player statistics,GET /me/stats,stats.loaded,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-015,Edit profile,PATCH /me,profile.update,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-016,Settings,-,settings.loaded,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-017,Security & devices,GET /security/sessions,security.loaded,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,SAFE_READ_RETRY_WITH_BACKOFF,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-018,Change password,POST /auth/password/change,password.change,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-019,Notification preferences,-,preferences.notifications,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-ACCOUNT-020,Saved bank accounts,GET /bank-accounts,banks.loaded,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,SAFE_READ_RETRY_WITH_BACKOFF,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-001,Safer play,-,safer_play.loaded,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-002,Deposit limits,-,limit.deposit,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-003,Stake limits,-,limit.stake,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,BLOCK_ACTION_AND_SHOW_LAST_VERIFIED_STATE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-004,Take a break,-,timeout.start,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-005,Self-exclusion,-,exclusion.start,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-006,Limit confirmed,-,limit.confirmed,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-007,Help centre,-,help.loaded,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-008,Support category,-,support.category,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-009,Create support ticket,POST /support/tickets,support.submit,SERVER_AUTHORITATIVE,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,NO_BLIND_RETRY; RESYNC_AUTHORITATIVE_STATE,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-010,Ticket submitted,-,support.created,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-011,Terms & conditions,-,legal.terms,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-012,Privacy notice,-,legal.privacy,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-013,Responsible gaming,-,legal.safer_play,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-014,About Draught Bet,-,about.open,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-015,Session expired,-,session.expired,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-016,Account restricted,-,account.restricted,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-017,Scheduled maintenance,-,maintenance.active,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-018,No internet,-,network.offline,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-019,Update required,-,app.force_update,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-020,Something went wrong,-,error.generic,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-021,Camera permission,-,permission.camera,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-022,Notification permission,-,permission.notifications,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-023,Sign out,-,auth.logout,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-024,Delete account,-,account.delete.start,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-025,Verify account deletion,-,account.delete.verify,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
DB-SYSTEM-026,Deletion scheduled,-,account.delete.scheduled,CLIENT_PRESENTATION,NOT_APPLICABLE_OR_CONTRACT_DEFINED,READ_ONLY_OR_CACHED_WHERE_SAFE,PRESENTATION_ONLY,loading | success | safe failure | timeout/unknown where applicable
